,as_of,entry_time,exit_time,direction,entry,stop,take_profit,exit_price,pnl,r_multiple,outcome,bars_held,confidence,position_size,notional,leverage,entry_model_mean,entry_model_vol,entry_model_calibrated,sl_tp_method,sl_tp_risk_appetite,sl_tp_friction_sigma,sl_tp_unit,regime_enabled,regime_label,regime_confidence,regime_lookback,regime_route
25,2025-10-21T10:00:00+00:00,2025-10-21 12:00:00+00:00,2025-10-21 13:00:00+00:00,long,"108976,55262555652","108094,57116071429","110259,6606612708","108094,57116071429","-7,0","-1,0",sl,2,"0,6441","0,007936674725077001","864,9114508493107","0,08649114508493101",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","684,3242857142851","1,0",RANGE,"0,39693215444511604","200,0",alternate
26,2025-10-21T13:00:00+00:00,2025-10-21 14:00:00+00:00,2025-10-21 14:00:00+00:00,long,"108885,77607794345","107928,35656263733","110191,34814426997","110191,34814426997","9,545454545454565","1,363636363636366",tp,1,"0,6441","0,007311319529309","796,0987011027303","0,07960987011027301",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","696,305102040816","1,0",RANGE,"0,589410606937052","200,0",alternate
27,2025-10-21T15:00:00+00:00,2025-10-21 17:00:00+00:00,2025-10-21 17:00:00+00:00,short,"111862,48657566748","112939,21007056544","110394,22726444299","112939,21007056544","-10,0","-1,0",sl,1,"0,6441","0,009287435490527001","1038,9156278814976","0,10389156278814901",regime_momentum,EGARCH_t,True,atr,conservative,"0,75","783,0716326530611","1,0",BREAKOUT_VOL_EXPANSION,"0,393065463583786","200,0",alternate
28,2025-10-21T17:00:00+00:00,2025-10-21 21:00:00+00:00,2025-10-21 22:00:00+00:00,short,"110358,25241078789","111483,90149242054","108823,27639037972","108823,27639037972","9,545454545454561","1,363636363636366",tp,2,"0,6441","0,006218634309945001","686,277614827403","0,06862776148274001",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","818,6538775510203","1,0",RANGE,"0,21577814649663501","200,0",alternate
29,2025-10-22T14:00:00+00:00,2025-10-22 15:00:00+00:00,2025-10-23 03:00:00+00:00,short,"108296,46224898976","108549,58845663266","106559,56365205099","108549,58845663266","-5,142159265868072","-1,0",sl,13,"0,6441","0,020314606352900003","2200,0","0,22",NHITS,EGARCH_t,True,atr,conservative,"0,75","926,3459183673481",,,,,
30,2025-10-23T03:00:00+00:00,2025-10-23 04:00:00+00:00,2025-10-23 17:00:00+00:00,long,"108888,80390524727","108682,7206887755","110639,46691545135","110639,46691545135","24,759396182368782","8,49493248492593",tp,14,"0,6441","0,014142868180828001","1540,0","0,154",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","933,6869387755112","1,0",RANGE,"0,148913132884184","200,0",alternate
31,2025-10-24T02:00:00+00:00,2025-10-24 03:00:00+00:00,2025-10-24 04:00:00+00:00,short,"110314,39012308673","111335,34389859694","108922,18042920918","111335,34389859694","-10,0","-1,0",sl,2,"0,6441","0,009794762740362001","1080,5032781034456","0,108050327810344",NHITS,EGARCH_t,True,atr,conservative,"0,75","742,5118367346936",,,,,
32,2025-10-24T06:00:00+00:00,2025-10-24 11:00:00+00:00,2025-10-24 12:00:00+00:00,short,"110684,37555427018","111711,89032467834","109283,21904916814","111711,89032467834","-10,0","-1,0",sl,2,"0,6441","0,009732220195752001","1077,2047151234906","0,10772047151234901",NHITS,EGARCH_t,True,atr,conservative,"0,75","747,2834693877548",,,,,
33,2025-10-24T18:00:00+00:00,2025-10-24 21:00:00+00:00,2025-10-26 02:00:00+00:00,long,"111084,83506132875","110556,22727040817","112397,35572459405","111476,05","7,400854572914053","0,7400854572914051",timeout,25,"0,6441","0,018917617507272","2101,4604205487203","0,21014604205487203",NHITS,EGARCH_t,True,atr,conservative,"0,75","700,0110204081632","1,0",TREND_UP,"0,16","200,0",trend
34,2025-10-26T20:00:00+00:00,2025-10-26 22:00:00+00:00,2025-10-26 22:00:00+00:00,long,"114531,80044440212","114012,14501072865","115240,42149032048","114012,14501072865","-9,981873590091727","-1,0",sl,1,"0,6441","0,019208638923544002","2200,0","0,22",NHITS,EGARCH_t,True,atr,conservative,"0,75","377,9312244897972",,,,,
35,2025-10-26T22:00:00+00:00,2025-10-26 23:00:00+00:00,2025-10-26 23:00:00+00:00,short,"114416,26974620047","114976,47898089435","113652,348062527","114976,47898089435","-10,0","-1,0",sl,1,"0,6441","0,017850473324425003","2042,3845709848622","0,204238457098486",NHITS,EGARCH_t,True,atr,conservative,"0,75","407,4248979591847",,,,,
36,2025-10-26T23:00:00+00:00,2025-10-27 00:00:00+00:00,2025-10-27 05:00:00+00:00,long,"114843,16679346825","114624,37216836735","115614,34664040702","115614,34664040702","14,773152906140458","3,524674550771709",tp,6,"0,6441","0,019156559867044003","2200,0","0,22",NHITS,EGARCH_t,True,atr,conservative,"0,75","411,2959183673481",,,,,
37,2025-10-27T05:00:00+00:00,2025-10-27 06:00:00+00:00,2025-10-27 08:00:00+00:00,long,"115742,84307537203","115523,4712244898","116548,8328712904","115523,4712244898","-4,169744401618289","-1,0",sl,3,"0,6441","0,019007654741704003","2200,0","0,22",NHITS,EGARCH_t,True,atr,conservative,"0,75","429,86122448979705",,,,,
38,2025-10-29T15:00:00+00:00,2025-10-29 18:00:00+00:00,2025-10-29 18:00:00+00:00,short,"109628,46655713976","110481,97648060916","108464,58938877241","110481,97648060916","-10,0","-1,0",sl,1,"0,6441","0,011716325405276002","1284,4427878649174","0,128444278786491",regime_momentum,EGARCH_t,True,atr,conservative,"0,75","620,7344897959188","1,0",BREAKOUT_VOL_EXPANSION,"0,28986952588238","200,0",alternate
39,2025-10-31T01:00:00+00:00,2025-10-31 02:00:00+00:00,2025-10-31 09:00:00+00:00,short,"109269,22704969079","110356,33390306123","107614,15077418058","110356,33390306123","-10,0","-1,0",sl,8,"0,6441","0,009198727769028001","1005,1378731622864","0,10051378731622801",NHITS,EGARCH_t,True,atr,conservative,"0,75","882,7073469387761","1,0",TREND_DOWN,"0,32489980058309603","200,0",trend
40,2025-10-31T12:00:00+00:00,2025-10-31 13:00:00+00:00,2025-10-31 16:00:00+00:00,long,"110103,18320823406","109101,48793367347","111889,19417762182","109101,48793367347","-7,0","-1,0",sl,4,"0,6441","0,006988153161719001","769,4179078520011","0,07694179078520001",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","952,5391836734693","1,0",RANGE,"0,232623814957743","200,0",alternate
41,2025-11-01T09:00:00+00:00,2025-11-01 13:00:00+00:00,2025-11-02 04:00:00+00:00,short,"109677,95246709656","110707,40402321902","108274,15489056594","110707,40402321902","-7,0","-1,0",sl,16,"0,6441","0,006799737159431001","745,7812489608318","0,07457812489608301",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","748,692040816326","1,0",RANGE,"0,272231664436456","200,0",alternate
42,2025-11-02T08:00:00+00:00,2025-11-02 11:00:00+00:00,2025-11-02 13:00:00+00:00,long,"111008,7618720466","110321,72993327108","111945,62360674048","110321,72993327108","-7,0","-1,0",sl,3,"0,6441","0,010188754852468","1131,0410611903553","0,11310410611903501",NHITS,EGARCH_t,True,atr,conservative,"0,75","499,6595918367348","1,0",RANGE,"0,3467400218343","200,0",alternate
43,2025-11-02T13:00:00+00:00,2025-11-02 15:00:00+00:00,2025-11-02 16:00:00+00:00,short,"110064,78172101462","110718,67279244319","109173,11207815747","109173,11207815747","9,54545454545453","1,363636363636361",tp,2,"0,6441","0,010705146936334","1178,2596608390313","0,11782596608390301",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","475,5571428571432","1,0",RANGE,"0,403339315098845","200,0",alternate
44,2025-11-02T20:00:00+00:00,2025-11-02 21:00:00+00:00,2025-11-02 22:00:00+00:00,long,"110120,39000015287","109589,24686239776","110844,67609709164","109589,24686239776","-7,0","-1,0",sl,2,"0,6441","0,013179121600978","1451,2900105592314","0,14512900105592302",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","386,28591836734745","1,0",RANGE,"0,403339315098845","200,0",alternate
45,2025-11-02T22:00:00+00:00,2025-11-02 23:00:00+00:00,2025-11-03 00:00:00+00:00,long,"110174,79540421616","109935,68096938774","110896,3581593182","109935,68096938774","-3,342291022958108","-1,0",sl,2,"0,6441","0,013977788607185002","1540,0","0,154",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","384,8334693877562","1,0",RANGE,"0,43998101239881005","200,0",alternate
46,2025-11-07T04:00:00+00:00,2025-11-07 05:00:00+00:00,2025-11-07 09:00:00+00:00,long,"102321,1297032189","101214,66944811687","103829,93914199441","101214,66944811687","-7,0","-1,0",sl,5,"0,6441","0,006326481197785","647,3327032035876","0,064733270320358",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","804,69836734694","1,0",RANGE,"0,411042036262102","200,0",alternate
47,2025-11-07T12:00:00+00:00,2025-11-07 17:00:00+00:00,2025-11-07 19:00:00+00:00,long,"101662,91171704399","101133,86674744898","103190,24194663583","103190,24194663583","20,20870100197198","2,8869572859959973",tp,3,"0,6441","0,013231389394664","1345,1415719236097","0,13451415719236",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","814,5761224489813","1,0",RANGE,"0,28966925643137903","200,0",alternate
48,2025-11-08T13:00:00+00:00,2025-11-08 14:00:00+00:00,2025-11-09 14:00:00+00:00,long,"101899,45725551399","101311,02792091836","103424,43187286094","103025,06","13,390255631658377","1,912893661665482",timeout,25,"0,6441","0,011896075855583001","1212,2036731543694","0,121220367315436",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","813,3197959183682","1,0",RANGE,"0,403339315098845","200,0",alternate
49,2025-11-09T20:00:00+00:00,2025-11-09 21:00:00+00:00,2025-11-10 00:00:00+00:00,long,"104782,8840349858","104340,80978316326","105810,36605029191","104340,80978316326","-6,497190395898893","-1,0",sl,4,"0,6441","0,014697056815937002","1540,0","0,154",NHITS,EGARCH_t,True,atr,conservative,"0,75","547,990408163265","1,0",RANGE,"0,5102980923443861","200,0",alternate
50,2025-11-10T08:00:00+00:00,2025-11-10 09:00:00+00:00,2025-11-10 14:00:00+00:00,long,"106342,9459782611","105542,33819764885","107434,68386091416","105542,33819764885","-10,0","-1,0",sl,6,"0,6441","0,012490510637246","1328,277697937653","0,132827769793765",NHITS,EGARCH_t,True,atr,conservative,"0,75","582,2602040816317","1,0",TREND_UP,"0,30578615102343304","200,0",trend
51,2025-11-10T14:00:00+00:00,2025-11-10 15:00:00+00:00,2025-11-10 20:00:00+00:00,long,"105106,63813261729","104778,98963010205","106260,28392343361","106260,28392343361","24,147102265735104","3,520986001645719",tp,6,"0,6441","0,020931123277144","2200,0","0,22",NHITS,EGARCH_t,True,atr,conservative,"0,75","615,2777551020397","1,0",TREND_UP,"0,25","200,0",trend
52,2025-11-10T20:00:00+00:00,2025-11-11 01:00:00+00:00,2025-11-11 01:00:00+00:00,long,"107105,2075261262","106228,38770469764","108300,87091898335","106228,38770469764","-10,0","-1,0",sl,1,"0,6441","0,011404851664629002","1221,5190043448629","0,12215190043448601",NHITS,EGARCH_t,True,atr,conservative,"0,75","637,6871428571419","1,0",TREND_UP,"0,26041893221482504","200,0",trend
53,2025-11-11T08:00:00+00:00,2025-11-11 12:00:00+00:00,2025-11-11 15:00:00+00:00,short,"104632,95407770747","105319,55866071429","103251,53711342176","103251,53711342176","14,083679295662362","2,011954185094623",tp,4,"0,6441","0,010195096527531","1066,743066782995","0,10667430667829901",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","736,7557142857137","1,0",RANGE,"0,21931362382740702","200,0",alternate
54,2025-11-16T04:00:00+00:00,2025-11-16 09:00:00+00:00,2025-11-16 13:00:00+00:00,long,"96517,37270788632","95333,14553951897","98132,22793747815","95333,14553951897","-10,0","-1,0",sl,5,"0,6441","0,008444325773902","815,0241379865616","0,08150241379865601",NHITS,EGARCH_t,True,atr,conservative,"0,75","861,2561224489799",,,,,
55,2025-11-16T15:00:00+00:00,2025-11-16 17:00:00+00:00,2025-11-16 18:00:00+00:00,short,"93893,37355478774","94849,2482996857","92589,90799356325","94849,2482996857","-10,0","-1,0",sl,2,"0,6441","0,010461621727507002","982,2769568497317","0,09822769568497301",NHITS,EGARCH_t,True,atr,conservative,"0,75","695,1816326530615",,,,,
56,2025-11-16T19:00:00+00:00,2025-11-17 00:00:00+00:00,2025-11-17 00:00:00+00:00,long,"95121,76579791344","94207,8049815869","96368,07600199507","94207,8049815869","-7,0","-1,0",sl,1,"0,6441","0,007658971670289","728,5349094741723","0,072853490947417",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","664,6987755102048","1,0",RANGE,"0,545381912582499","200,0",alternate
57,2025-11-17T00:00:00+00:00,2025-11-17 01:00:00+00:00,2025-11-17 13:00:00+00:00,long,"95410,88347086305","94559,06676020409","96671,2500524957","94559,06676020409","-7,0","-1,0",sl,13,"0,6441","0,008217730307949","784,0609088067567","0,078406090880675",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","672,195510204082","1,0",RANGE,"0,27256752827471503","200,0",alternate
58,2025-11-17T13:00:00+00:00,2025-11-17 14:00:00+00:00,2025-11-17 14:00:00+00:00,long,"94853,88269502975","93929,46626645833","96114,45055217261","93929,46626645833","-7,0","-1,0",sl,1,"0,6441","0,007572344869311001","718,2663119599767","0,07182663119599701",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","672,3028571428571","1,0",RANGE,"0,403339315098845","200,0",alternate
59,2025-11-17T17:00:00+00:00,2025-11-17 18:00:00+00:00,2025-11-18 02:00:00+00:00,short,"92368,64928282169","92665,76792091837","90934,12390016862","90934,12390016862","23,91687121591997","4,82812317612425",tp,9,"0,6441","0,016672323477251002","1540,0","0,154",NHITS,EGARCH_t,True,atr,conservative,"0,75","765,0802040816325","1,0",RANGE,"0,309852707028336","200,0",alternate
60,2025-11-18T14:00:00+00:00,2025-11-18 15:00:00+00:00,2025-11-18 15:00:00+00:00,short,"91011,38346577121","92285,18543005692","89274,38078719979","92285,18543005692","-10,0","-1,0",sl,1,"0,6441","0,007850513879217001","714,4861290648597","0,071448612906485",NHITS,EGARCH_t,True,atr,conservative,"0,75","926,4014285714285","1,0",TREND_DOWN,"0,27738983105612003","200,0",trend
61,2025-11-18T17:00:00+00:00,2025-11-18 18:00:00+00:00,2025-11-19 00:00:00+00:00,long,"93518,62853847745","92197,28608949787","95320,45915072235","92197,28608949787","-7,0","-1,0",sl,7,"0,6441","0,005297642564503001","495,42826711946134","0,04954282671194601",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","960,9763265306125","1,0",RANGE,"0,209950706612252","200,0",alternate
62,2025-11-19T10:00:00+00:00,2025-11-19 15:00:00+00:00,2025-11-19 15:00:00+00:00,short,"90732,65392901107","91998,23339329679","89006,86375043963","91998,23339329679","-10,0","-1,0",sl,1,"0,6441","0,007901518855352","716,9257758162149","0,07169257758162101",NHITS,EGARCH_t,True,atr,conservative,"0,75","920,4214285714296",,,,,
63,2025-11-20T05:00:00+00:00,2025-11-20 06:00:00+00:00,2025-11-20 15:00:00+00:00,short,"91714,83194229251","92158,56359693878","90090,68321780271","90090,68321780271","25,62143347760874","3,6602047825155353",tp,10,"0,6441","0,015775300064134003","1446,8289942213773","0,14468289942213702",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","866,2126530612262","1,0",RANGE,"0,5444394680364231","200,0",alternate
64,2025-11-21T06:00:00+00:00,2025-11-21 07:00:00+00:00,2025-11-21 07:00:00+00:00,short,"83879,27784129579","85178,49934639783","82107,61215252028","85178,49934639783","-10,0","-1,0",sl,1,"0,6441","0,007696916931200001","645,6118337935573","0,064561183379355",NHITS,EGARCH_t,True,atr,conservative,"0,75","944,88836734694",,,,,
65,2025-11-21T07:00:00+00:00,2025-11-21 08:00:00+00:00,2025-11-21 10:00:00+00:00,short,"83599,9171417651","84096,77475765307","81696,77645298958","81696,77645298958","38,303542663309344","3,830354266330934",tp,3,"0,6441","0,020126490326868002","1682,5729236807033","0,16825729236807002",NHITS,EGARCH_t,True,atr,conservative,"0,75","1015,0083673469397",,,,,
66,2025-11-21T10:00:00+00:00,2025-11-21 13:00:00+00:00,2025-11-21 15:00:00+00:00,long,"84102,37617023865","83269,50447704083","86084,6357365652","83269,50447704083","-10,0","-1,0",sl,3,"0,6441","0,012006651302561","1009,7879043928838","0,10097879043928801",NHITS,EGARCH_t,True,atr,conservative,"0,75","1057,2051020408169",,,,,
67,2025-11-22T14:00:00+00:00,2025-11-22 15:00:00+00:00,2025-11-23 01:00:00+00:00,short,"84400,94365848284","86055,06921970732","82145,31789317672","86055,06921970732","-10,0","-1,0",sl,11,"0,6441","0,00604549027862","510,2450843937388","0,051024508439373006",NHITS,EGARCH_t,True,atr,conservative,"0,75","1203,0004081632658","1,0",TREND_DOWN,"0,25","200,0",trend
68,2025-11-23T18:00:00+00:00,2025-11-23 19:00:00+00:00,2025-11-24 00:00:00+00:00,long,"86993,31135625036","86690,59230867345","88274,59107563812","86690,59230867345","-7,655552987768118","-1,0",sl,6,"0,6441","0,025289300587612","2200,0","0,22",NHITS,EGARCH_t,True,atr,conservative,"0,75","683,3491836734706",,,,,
69,2025-11-24T04:00:00+00:00,2025-11-24 05:00:00+00:00,2025-11-24 09:00:00+00:00,long,"86860,79166309489","86454,71594387756","88081,6317141153","86454,71594387756","-7,0","-1,0",sl,5,"0,6441","0,017238164383459","1497,320605165872","0,14973206051658702",NHITS,EGARCH_t,True,atr,conservative,"0,75","651,1146938775515","1,0",RANGE,"0,24616103178325702","200,0",alternate
70,2025-11-24T09:00:00+00:00,2025-11-24 11:00:00+00:00,2025-11-24 14:00:00+00:00,long,"86367,00437573901","85437,26108492268","87634,83613594309","85437,26108492268","-10,0","-1,0",sl,4,"0,6441","0,01075565707091","928,9338813072495","0,09289338813072401",NHITS,EGARCH_t,True,atr,conservative,"0,75","676,1769387755107",,,,,
71,2025-11-25T03:00:00+00:00,2025-11-25 08:00:00+00:00,2025-11-25 17:00:00+00:00,short,"87114,82912165561","87539,52335459186","85776,1897083903","87539,52335459186","-7,0","-1,0",sl,10,"0,6441","0,016482446563032","1435,8655158454333","0,143586551584543",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","713,9410204081645","1,0",RANGE,"0,403339315098845","200,0",alternate
72,2025-11-25T17:00:00+00:00,2025-11-25 18:00:00+00:00,2025-11-25 22:00:00+00:00,short,"87243,17394831369","87643,93823979591","85865,95736668103","87643,93823979591","-7,0","-1,0",sl,5,"0,6441","0,017466626016281","1523,8438918285922","0,15238438918285901",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","734,5155102040827","1,0",RANGE,"0,477587230548049","200,0",alternate
73,2025-11-25T22:00:00+00:00,2025-11-26 03:00:00+00:00,2025-11-26 16:00:00+00:00,short,"87277,12078269695","87826,21220663266","85859,60968575817","87826,21220663266","-7,0","-1,0",sl,14,"0,6441","0,012748332417625002","1112,6377481911143","0,11126377481911101",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","756,005918367348","1,0",RANGE,"0,504837617353887","200,0",alternate
